date,ABCB4,ABEV3,ANIM3,AGRO3,ALPA3,ALPA4,AMAR3,ARZZ3,AZUL4,B3SA3,BBAS3,BBDC3,BBSE3,BEEF3,BIDI3,BKBR3,BPAC3,BRAP3,BRDT3,BRFS3,BRSR3,BRKM3,BRML3,BTOW3,CAML3,CARD3,CCRO3,CEAB3,CIEL3,CMIG3,CNTO3,COGN3,CPFE3,CPLE3,CRFB3,CSMG3,CSAN3,CSNA3,CVCB3,CYRE3,DIRR3,DTEX3,ECOR3,EGIE3,ELET3,ELET3,EMBR3,ENAT3,ENBR3,ENGI3,EVEN3,EQTL3,ETER3,EZTC3,FESA4,FHER3,FLRY3,GFSA3,GGBR3,GNDI3,GOAU3,GOLL4,GRND3,GUAR3,HAPV3,HGTX3,HYPE3,IGTA3,IRBR3,ITSA3,ITUB3,JBSS3,JHSF3,KLBN11,LAME3,LEVE3,LIGT3,LINX3,LLIS3,LOGN3,LREN3,LWSA3,MDIA3,MEAL3,MGLU3,MILS3,MRFG3,MRVE3,MULT3,MYPK3,NEOE3,NTCO3,OIBR3,OMGE3,PSSA3,PCAR3,PFRM3,PETR3,POMO3,POSI3,PRIO3,PTBL3,QUAL3,RADL3,RAIL3,RAPT3,RLOG3,RENT3,SANB11,SAPR11,SBSP3,SHUL4,SMTO3,SQIA3,STBP3,SULA3,SUZB3,TASA3,TCSA3,TGMA3,TAEE3,TIMS3,TOTS3,TRIS3,TUPY3,UGPA3,UNIP6,USIM5,VALE3,VIVT3,VLID3,VULC3,VVAR3,WEGE3,WIZS3,YDUQ3
2016-10-02,6,6,17,7,0,0,0,0,0,0,17,0,3,3,0,0,0,13,0,2,0,0,6,0,0,0,8,0,6,6,0,0,0,20,0,0,9,21,0,3,4,0,43,0,3,3,20,0,0,0,9,5,9,4,7,0,0,7,22,0,23,3,14,0,0,2,12,0,0,6,0,4,2,8,8,19,18,0,0,12,0,0,0,2,2,14,3,0,0,0,0,0,1,0,6,0,0,8,0,3,0,10,4,6,0,0,11,0,3,0,8,5,7,0,0,0,0,0,5,0,0,0,0,0,27,6,0,45,1,0,0,0,0,3,0,0
2016-10-09,13,7,0,31,0,12,3,6,0,0,18,0,11,3,0,0,0,0,0,4,0,0,3,15,0,7,5,0,3,13,0,0,14,0,0,4,10,18,3,9,0,26,37,2,1,1,28,0,4,0,5,0,5,4,38,0,0,17,69,0,12,6,15,0,0,5,13,0,0,3,2,2,0,11,34,0,6,0,0,9,5,0,4,2,1,15,0,3,6,4,0,0,1,0,7,0,0,12,0,4,0,17,0,0,0,0,6,12,6,0,0,0,7,0,0,0,0,0,1,0,0,0,7,0,11,7,0,32,2,0,12,5,0,1,0,0
2016-10-16,0,10,17,15,0,22,0,3,0,0,22,10,11,6,0,0,0,0,0,3,0,0,6,6,0,6,7,0,8,0,0,0,0,0,0,4,21,17,1,3,8,0,65,2,3,3,41,0,2,0,21,0,14,4,22,3,0,13,66,0,0,7,7,0,0,6,8,0,0,0,0,4,2,8,0,15,18,0,0,8,0,0,0,3,1,50,12,3,6,4,0,0,1,0,6,0,0,10,0,5,0,26,4,3,0,0,6,5,5,0,9,0,7,0,0,0,0,0,0,15,0,0,0,0,39,3,0,54,1,4,6,5,0,1,0,0
2016-10-23,0,14,18,22,0,34,0,0,0,0,21,5,21,3,0,0,17,0,0,4,0,0,12,11,0,0,7,0,7,13,0,0,0,21,0,0,12,27,2,6,0,6,35,5,2,2,33,0,2,0,7,5,16,28,30,3,4,24,11,0,24,7,25,8,0,9,51,0,0,3,5,16,1,16,8,5,12,0,0,16,9,0,0,0,3,21,4,3,0,0,0,0,0,0,6,0,0,16,9,4,0,26,0,9,0,0,12,2,6,0,0,11,7,0,0,0,0,0,1,0,0,0,4,0,11,7,0,62,2,0,17,10,0,2,0,0
2016-10-30,0,15,9,8,0,0,3,0,0,0,22,8,13,6,0,0,0,0,0,3,0,0,6,9,0,3,5,0,2,13,0,0,0,22,0,0,10,14,2,0,0,13,26,2,3,3,36,0,0,0,17,11,7,8,46,3,2,21,0,0,37,2,4,0,0,3,27,0,0,3,2,10,1,11,0,10,32,0,7,0,9,0,4,0,2,29,3,0,12,0,0,0,0,0,13,0,0,10,0,4,2,5,6,6,0,0,18,0,12,0,4,0,7,0,0,0,0,0,3,0,0,0,19,0,17,0,0,55,1,0,6,0,0,0,0,0
2016-11-06,6,10,0,7,0,0,0,3,0,0,17,5,14,12,0,0,0,14,0,5,0,0,3,3,0,3,7,0,4,13,0,0,27,0,0,0,5,14,2,9,8,6,70,2,0,0,33,0,0,0,24,0,5,25,67,3,4,24,34,0,24,5,18,0,0,5,17,0,0,0,7,16,4,5,8,10,25,1,6,12,0,0,13,2,2,28,3,3,0,0,0,0,1,0,6,0,0,13,0,5,0,5,4,6,0,0,0,0,11,0,13,0,0,0,0,0,0,0,3,46,0,0,7,0,34,10,0,73,3,4,6,5,0,1,0,0
2016-11-13,6,13,9,30,0,12,0,0,0,0,19,8,5,6,0,0,0,0,0,2,9,0,9,6,0,0,8,0,7,13,0,0,0,43,0,4,5,5,2,0,0,6,16,0,2,2,22,0,2,14,14,5,14,12,15,3,2,28,46,0,12,5,7,0,0,10,9,0,0,7,4,19,2,8,8,0,19,0,0,4,11,0,9,0,0,0,0,0,6,8,0,0,1,0,6,0,0,9,0,0,1,16,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,14,0,40,2,0,0,5,0,1,0,0
2016-11-20,18,22,8,7,0,11,3,0,0,0,30,2,10,3,0,0,0,0,0,3,0,0,8,8,0,6,5,0,6,18,0,0,0,40,0,3,7,20,1,17,7,0,19,0,0,0,30,0,4,0,4,5,13,12,21,3,0,35,21,0,0,5,7,0,0,6,8,0,0,3,7,22,0,13,0,0,47,0,0,16,0,0,8,1,1,14,6,0,0,0,0,0,1,0,6,0,0,9,8,3,1,10,2,11,0,0,0,0,3,0,17,0,0,0,0,0,0,0,1,29,0,0,0,0,21,16,4,64,1,0,6,5,0,1,0,0
2016-11-27,0,14,8,7,39,11,3,0,0,0,18,5,15,3,0,0,0,26,0,3,0,0,3,21,0,0,9,0,6,0,0,0,13,0,0,0,9,10,1,0,4,0,28,6,1,1,20,0,0,0,4,5,11,35,42,3,0,26,53,0,34,5,0,0,0,6,16,5,0,3,5,20,0,0,0,5,35,0,0,12,6,0,4,1,0,7,3,0,0,4,0,0,1,0,17,0,0,14,8,4,0,15,0,6,0,0,6,4,5,0,12,0,7,0,0,0,0,0,1,0,0,0,3,0,47,9,0,45,1,0,16,0,0,1,0,0
2016-12-04,0,18,0,21,0,33,0,0,0,0,15,5,10,9,0,0,0,0,0,1,0,8,3,5,0,3,8,0,7,6,0,0,0,0,0,3,14,9,2,6,4,6,19,2,0,0,27,0,2,0,14,0,9,8,86,3,2,33,11,0,46,5,14,0,0,5,45,0,0,3,2,26,1,3,8,9,30,0,0,8,0,0,0,2,1,28,0,0,6,4,0,0,1,0,6,0,12,8,0,7,0,25,0,14,0,0,0,18,8,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,5,3,0,56,2,4,6,0,0,4,0,0
2016-12-11,6,24,0,15,0,0,0,3,0,0,27,5,7,3,0,0,0,0,0,3,9,8,6,20,0,9,19,0,7,32,0,0,13,42,0,0,10,12,1,0,0,6,40,2,7,7,24,0,2,0,5,26,14,4,37,6,0,40,55,0,47,8,4,0,0,6,17,5,0,6,2,11,2,8,16,5,25,0,0,4,0,0,0,5,0,28,4,0,0,0,0,0,1,0,37,3,6,10,26,1,0,26,8,3,0,0,12,2,5,0,4,0,21,0,5,0,0,0,3,0,0,0,0,0,49,3,0,49,2,0,6,0,0,2,0,0
2016-12-18,0,26,10,33,0,0,0,0,0,0,16,8,14,7,0,0,0,0,0,4,0,9,13,29,0,7,6,0,5,21,0,0,0,23,0,16,8,3,0,10,0,7,45,0,1,1,23,0,4,0,0,6,8,9,33,6,2,30,12,0,0,6,8,0,0,9,14,6,0,0,6,9,2,3,9,5,55,0,7,0,2,0,5,2,0,8,3,3,0,13,0,0,1,0,0,0,14,10,0,4,0,6,0,3,0,0,0,3,6,0,10,6,8,0,0,0,0,0,0,0,0,0,12,0,12,4,0,40,1,0,13,0,1,3,0,0
2016-12-25,0,22,10,26,0,0,0,0,0,0,15,3,17,4,0,0,0,0,0,4,0,9,7,3,0,11,3,0,4,8,0,0,32,0,0,4,23,11,1,0,4,0,30,0,1,1,16,0,7,0,3,0,6,5,18,0,5,32,0,0,14,8,9,9,0,6,15,0,0,11,9,8,0,9,10,6,7,0,0,5,0,0,0,0,2,17,2,3,0,5,0,0,1,0,0,0,7,6,10,2,0,19,0,14,0,0,21,3,10,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,33,8,4,62,1,0,21,0,0,3,0,0
2017-01-01,7,25,0,0,0,0,0,0,0,0,17,3,25,4,0,0,0,0,0,4,0,0,14,10,0,11,11,0,3,8,0,0,0,0,0,4,9,13,2,14,13,22,24,0,2,2,20,0,7,17,6,6,17,24,9,3,3,24,26,0,14,8,13,0,0,9,15,0,0,8,2,13,2,13,10,12,37,0,0,15,0,0,10,0,2,8,0,3,7,0,0,0,0,0,7,4,0,9,0,2,0,6,0,14,0,66,7,6,3,0,10,6,0,0,0,0,0,0,3,36,0,0,4,0,40,8,0,56,2,0,21,0,0,2,0,0
2017-01-08,25,25,35,15,0,11,6,0,0,0,18,7,11,6,0,0,0,0,0,6,0,0,15,14,0,16,8,0,5,32,0,0,54,42,0,7,17,6,1,6,11,0,20,5,1,1,11,0,9,0,9,11,5,8,37,0,0,44,45,0,72,6,15,0,0,10,17,5,0,3,6,8,2,5,17,5,12,2,0,4,5,0,9,2,2,21,6,8,30,4,0,0,1,0,12,0,0,9,9,4,2,5,0,12,0,0,6,2,6,0,4,0,14,0,0,0,0,0,1,15,0,0,7,0,28,7,11,50,2,0,23,0,0,2,0,0
2017-01-15,12,20,8,7,0,11,0,0,0,0,15,10,15,6,0,0,0,0,0,7,0,0,3,22,0,36,16,0,8,6,0,0,13,0,0,3,14,10,1,22,4,12,19,4,3,3,23,0,2,13,9,10,9,12,21,8,2,39,21,0,57,6,10,7,0,8,8,0,0,3,7,11,3,13,0,0,6,0,19,20,9,0,4,3,1,34,1,13,11,8,0,0,1,0,18,3,0,10,8,3,1,46,2,17,0,0,0,0,5,0,8,5,7,0,2,0,0,0,4,0,0,0,7,0,27,13,7,46,2,0,33,0,0,2,0,0
2017-01-22,18,17,0,21,39,11,3,3,0,0,22,2,12,6,0,0,0,0,0,12,8,0,0,14,0,42,25,0,11,18,0,0,13,20,0,7,5,6,1,14,14,6,15,0,3,3,20,0,4,0,7,5,13,23,28,3,2,26,32,0,11,7,7,0,0,9,16,0,0,3,7,6,3,13,0,0,12,0,13,12,4,0,12,3,2,7,4,10,0,4,0,0,1,0,12,0,0,8,8,3,1,31,4,14,0,27,11,0,3,0,8,15,20,0,0,0,0,0,2,0,0,0,7,0,26,0,0,69,3,0,44,0,0,4,0,0
2017-01-29,11,12,24,14,0,21,15,5,0,0,13,2,15,9,0,0,0,0,0,3,16,0,8,16,0,46,9,0,8,35,0,0,12,19,0,3,9,13,1,5,11,11,42,2,6,6,12,0,3,0,4,10,11,23,14,3,2,31,31,0,11,7,13,0,0,7,24,0,0,6,5,7,5,20,0,5,11,0,12,11,4,0,0,1,1,33,1,5,0,4,0,0,1,0,6,3,0,10,0,0,1,19,3,16,0,0,0,4,5,0,8,5,6,0,0,0,0,0,12,0,0,0,3,0,67,9,0,51,2,0,11,0,0,2,0,0
2017-02-05,12,19,8,49,0,21,0,0,0,0,16,9,19,0,0,0,0,0,0,6,0,0,3,8,0,27,5,0,9,30,0,0,26,0,0,0,14,22,2,8,14,12,0,6,2,2,13,0,2,0,9,5,16,19,14,3,2,32,32,0,22,6,7,7,0,9,8,0,0,9,10,6,7,13,0,5,29,0,0,4,6,0,8,1,2,54,3,8,6,19,0,0,1,0,6,0,0,9,8,6,2,25,0,14,0,27,17,7,5,0,0,5,7,0,7,0,0,0,8,29,0,0,3,0,26,13,0,38,3,0,6,0,1,5,0,0
2017-02-12,6,17,16,41,0,10,3,3,0,0,18,5,21,6,0,0,0,13,0,11,16,0,3,32,0,66,15,0,13,47,0,0,25,0,0,0,24,16,1,19,21,6,32,2,3,3,19,0,5,13,2,5,13,8,20,8,2,25,31,0,22,8,20,0,0,3,35,0,0,0,2,5,12,20,15,14,11,0,6,19,12,0,0,1,3,53,1,0,11,4,0,0,1,0,23,3,12,17,16,2,2,29,2,16,0,26,16,0,13,0,8,24,13,0,0,0,0,0,7,0,0,0,10,0,31,0,0,44,3,0,27,0,1,2,0,0
2017-02-19,6,20,0,50,0,0,15,0,0,0,14,10,7,6,0,0,0,26,0,14,8,8,20,25,0,48,6,0,6,61,0,0,0,40,0,7,14,7,2,20,14,6,48,4,1,1,19,0,2,0,9,10,18,19,50,11,0,16,53,0,57,11,7,0,0,3,29,0,0,16,0,5,14,5,0,5,24,1,6,8,9,0,4,6,5,62,4,5,6,0,0,0,1,0,12,0,6,10,25,4,0,20,2,23,0,0,6,9,11,0,0,15,0,0,7,0,0,0,1,15,0,0,10,0,27,10,0,50,5,0,28,0,0,6,0,0
2017-02-26,6,12,9,15,0,11,3,0,0,0,10,7,18,6,0,0,0,14,0,7,0,0,3,11,0,25,0,0,7,19,0,0,0,0,0,0,5,6,0,9,30,6,25,7,0,0,11,0,2,14,5,5,7,8,30,3,2,20,11,0,59,3,7,0,0,6,17,0,0,3,4,5,5,24,8,10,6,3,0,4,0,0,0,2,4,14,4,3,0,0,0,0,0,0,6,0,0,6,0,3,2,5,0,9,0,0,0,0,0,0,0,16,0,0,0,0,0,0,2,0,0,0,4,0,28,3,4,44,2,0,6,5,0,0,0,0
2017-03-05,6,13,71,27,0,10,11,8,0,0,18,4,6,8,0,0,0,0,0,12,0,7,11,5,0,100,13,0,7,34,0,0,0,37,0,7,6,15,0,11,17,6,40,2,2,2,22,0,3,0,0,0,2,7,20,15,6,18,50,0,32,6,7,0,0,6,23,5,0,6,3,4,6,14,0,4,44,0,23,7,2,0,30,10,4,83,3,14,0,4,0,0,1,0,22,0,11,11,0,7,0,14,3,21,3,0,11,4,5,0,8,14,6,0,5,0,0,0,6,14,0,0,13,0,45,0,7,50,2,0,31,5,0,1,0,0
2017-03-12,0,17,31,13,0,0,3,0,0,0,18,2,19,8,0,0,0,0,0,30,0,0,3,10,0,71,12,0,6,45,0,0,12,0,0,0,8,13,1,5,3,5,13,4,1,1,13,0,7,0,15,0,8,11,26,3,2,45,39,0,21,6,16,7,0,6,34,0,0,6,6,20,5,7,7,9,11,1,12,18,2,0,0,6,2,44,4,7,5,7,0,0,2,0,0,3,0,7,0,7,1,61,3,10,63,0,16,4,5,0,4,5,6,0,0,0,0,0,1,0,0,0,13,0,54,3,3,55,2,0,15,0,0,4,0,0
2017-03-19,11,12,16,7,0,0,0,3,0,0,14,5,13,17,0,0,0,13,0,32,0,0,11,5,0,34,2,0,5,23,0,0,0,0,0,0,9,24,2,8,14,6,14,2,0,0,10,0,7,0,17,10,9,15,41,0,0,56,31,0,33,6,3,0,0,1,12,0,0,3,7,25,6,17,0,5,17,0,0,4,8,0,0,0,2,26,4,2,0,15,0,0,1,0,0,6,0,10,0,2,0,44,10,14,27,0,0,2,3,0,0,5,0,0,2,0,0,0,1,0,0,0,3,0,41,6,0,61,2,0,48,0,0,2,0,0
2017-03-26,6,15,0,20,0,10,3,0,1,0,15,7,10,6,0,0,0,13,0,14,0,7,3,5,0,48,4,0,6,40,0,0,0,0,0,0,7,7,0,0,7,11,27,4,2,2,11,0,2,0,6,0,19,15,20,3,4,22,20,0,22,7,13,0,0,7,16,5,0,3,5,10,5,15,8,4,17,0,0,8,8,0,4,3,2,77,4,7,0,11,0,0,1,0,6,0,6,7,8,5,1,5,5,24,51,0,0,4,28,0,8,5,0,0,5,0,0,0,3,0,0,0,7,0,25,12,3,52,3,0,26,5,0,1,0,0
2017-04-02,16,21,8,20,0,10,12,3,0,0,14,7,6,5,0,0,0,0,0,12,0,14,5,0,0,28,10,0,6,23,0,0,12,0,0,0,9,18,2,3,13,22,9,2,2,2,15,0,0,13,8,5,8,4,13,5,4,9,10,0,11,5,13,0,0,11,15,0,0,12,2,10,4,21,0,0,28,0,0,15,6,0,0,4,2,39,3,2,0,0,0,0,0,0,6,3,11,10,0,5,1,24,7,11,68,25,0,4,12,0,16,14,0,0,2,0,0,0,2,0,0,0,3,0,10,3,3,36,2,4,10,0,0,2,0,0
2017-04-09,0,8,0,14,0,0,12,0,3,0,11,2,10,6,0,0,0,0,0,11,0,0,0,5,0,18,5,0,6,6,0,0,0,0,0,4,5,16,1,0,7,0,10,2,4,4,11,0,0,0,7,0,11,0,7,0,4,10,22,0,11,5,21,0,0,8,4,0,0,6,4,6,5,13,16,5,12,0,6,8,7,0,4,0,1,21,1,0,6,8,0,0,1,0,6,0,0,8,0,5,3,10,0,14,45,0,0,2,8,0,0,15,0,0,0,0,0,0,3,0,0,0,3,0,21,6,0,37,2,0,6,5,0,1,0,0
2017-04-16,12,12,17,21,0,11,12,3,2,0,9,0,10,3,0,0,0,13,0,7,0,0,8,0,0,18,9,0,6,12,0,0,13,20,0,14,5,15,2,0,11,24,5,11,4,4,12,0,4,0,13,5,16,8,28,5,2,10,11,0,34,7,7,0,0,8,8,0,0,12,5,4,1,20,16,5,6,0,0,0,2,0,8,1,1,20,3,3,0,8,0,0,1,0,0,0,0,4,8,3,0,25,2,8,39,0,0,7,13,0,8,45,0,0,0,0,0,0,2,0,0,0,10,0,16,0,0,64,2,0,22,0,0,4,0,0
2017-04-23,0,9,24,34,37,31,6,3,0,0,16,4,15,3,0,0,0,0,0,9,0,0,8,8,0,14,6,0,6,23,0,0,0,0,0,23,15,17,1,0,7,0,32,2,1,1,13,0,2,0,6,10,15,4,27,3,4,18,30,0,32,4,23,0,0,9,58,0,0,0,5,4,7,15,7,9,11,0,0,15,14,0,4,3,1,39,4,5,11,0,0,0,0,0,6,3,11,7,16,6,1,14,2,11,72,25,5,6,25,0,4,62,13,0,2,0,0,0,3,14,0,0,3,0,25,9,3,54,2,0,16,14,0,2,0,0
2017-04-30,0,9,8,7,0,54,3,3,1,0,7,5,5,12,0,0,0,0,0,5,0,0,11,5,0,18,12,0,6,0,0,0,0,20,0,10,14,31,3,3,7,0,43,0,0,0,19,0,11,0,16,0,11,8,14,8,4,19,21,0,11,5,10,7,0,3,20,5,0,12,4,5,2,18,0,0,12,0,6,20,4,0,0,3,4,27,3,10,6,4,0,0,1,0,0,3,12,7,0,4,2,10,0,9,59,0,0,5,13,0,8,61,0,0,0,0,0,0,1,0,0,0,3,0,16,0,4,51,2,0,33,5,0,2,6,0
2017-05-07,11,12,24,21,0,21,0,0,2,0,13,9,12,14,0,0,0,0,0,12,0,7,5,30,0,73,12,0,4,12,0,0,0,40,0,0,13,22,1,8,14,18,43,0,3,3,10,0,3,0,15,10,7,8,27,8,0,22,31,0,11,7,10,7,0,4,8,5,0,6,8,6,4,15,0,0,17,0,6,8,8,0,16,6,3,74,1,0,6,7,0,0,0,0,12,0,6,10,16,14,0,90,2,25,63,0,11,2,10,0,12,63,0,0,0,0,0,0,4,42,0,0,3,0,21,0,3,55,2,0,70,14,0,4,33,0
2017-05-14,6,18,0,0,0,22,6,3,2,0,31,15,26,6,0,0,0,0,0,9,17,0,6,20,0,43,6,0,8,50,0,0,0,82,0,4,23,27,1,3,11,0,15,7,5,5,17,0,0,0,16,5,14,0,58,3,6,20,11,0,12,8,18,15,0,11,12,5,0,13,5,27,4,21,0,0,24,1,6,8,4,0,8,0,5,70,6,3,12,4,0,0,1,0,0,0,12,15,9,13,2,57,7,3,83,0,0,0,21,0,4,15,0,0,0,21,0,0,3,0,0,0,3,0,16,3,11,67,3,0,40,0,0,2,6,0
2017-05-21,6,10,42,0,79,22,6,0,2,0,19,12,22,6,0,0,0,0,0,7,9,0,11,17,0,9,4,0,5,31,0,0,0,41,0,3,5,21,3,11,4,24,25,7,8,8,20,0,4,14,14,5,11,20,64,6,0,16,0,0,11,6,14,7,0,6,12,0,0,3,9,100,5,18,16,0,18,1,19,0,11,0,8,2,3,70,7,15,12,12,0,0,1,0,6,0,0,13,8,9,1,37,6,18,74,27,12,5,13,0,13,20,7,0,3,0,0,0,2,0,0,0,3,0,11,0,7,56,2,0,56,0,0,3,6,0
2017-05-28,12,6,9,29,0,11,9,0,0,0,18,5,12,12,0,0,0,0,0,8,0,0,6,3,0,18,5,0,6,18,0,0,0,20,0,4,12,16,3,6,0,18,19,9,4,4,19,0,4,0,7,0,23,24,29,0,0,16,0,0,23,5,18,37,0,6,8,0,0,6,9,37,2,3,0,0,6,0,0,16,7,0,8,0,2,48,1,3,0,8,0,0,0,0,12,0,12,5,17,3,0,51,2,23,43,27,11,9,11,0,0,5,13,0,2,21,0,0,2,15,9,0,3,0,22,3,22,34,3,0,23,0,0,4,16,0
2017-06-04,12,9,25,14,0,11,3,0,1,0,12,5,15,3,0,0,16,0,0,6,0,0,11,8,0,12,5,0,6,0,0,0,0,40,0,10,14,19,1,8,7,6,14,4,2,2,18,0,4,0,18,10,9,19,28,8,2,16,0,0,11,7,17,0,0,6,16,0,0,3,5,30,5,5,0,9,12,0,25,4,6,0,4,0,2,27,3,5,0,8,0,0,0,0,0,0,6,9,33,4,2,30,5,14,53,0,0,4,8,0,4,15,7,0,2,0,0,0,4,15,0,0,3,0,21,3,4,46,3,0,55,5,0,2,18,0
2017-06-11,13,5,18,15,0,80,3,0,1,0,11,7,13,12,0,0,0,0,0,3,9,0,3,9,0,16,5,0,4,26,0,0,0,21,0,0,10,28,2,6,4,0,15,2,4,4,14,0,4,0,5,5,12,4,23,0,2,14,45,0,24,4,18,8,0,5,4,0,0,3,6,29,2,14,8,5,0,0,7,4,9,0,4,0,2,14,1,0,0,0,0,0,0,0,0,0,0,6,18,3,0,21,2,9,30,0,0,5,11,0,0,16,7,0,0,0,0,0,2,0,0,0,4,0,28,0,8,30,2,0,35,11,0,1,10,0
2017-06-18,12,6,25,7,0,53,12,3,1,0,20,2,13,3,0,0,0,0,0,5,0,0,17,8,0,12,4,0,4,24,0,0,0,40,0,3,14,35,1,0,14,0,10,6,5,5,19,0,2,0,4,10,9,8,42,3,2,35,10,0,22,6,20,7,0,6,24,0,0,9,5,30,3,12,8,9,29,1,0,4,13,0,4,1,0,27,4,2,6,8,0,0,0,0,6,0,12,5,0,9,1,40,4,11,55,0,6,0,5,0,4,30,7,0,0,0,0,0,2,0,9,0,0,0,21,3,3,38,2,0,16,0,0,1,15,0
2017-06-25,6,6,0,14,0,55,9,0,1,0,10,5,12,6,0,0,0,0,0,2,0,0,9,11,0,15,3,0,5,12,0,0,0,20,0,0,9,25,1,6,11,0,15,7,9,9,33,0,2,14,11,0,14,16,36,6,8,10,0,0,12,4,0,7,0,5,13,0,0,13,5,23,2,13,0,14,66,0,19,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,6,4,9,9,0,10,2,3,29,0,6,5,16,0,4,31,7,0,0,0,0,0,1,0,0,0,0,0,54,0,15,60,3,4,40,0,0,3,9,0
2017-07-02,6,7,18,23,0,12,10,0,2,0,18,3,5,9,0,0,0,14,0,8,0,8,9,18,0,16,8,0,3,0,0,0,0,22,0,11,5,27,3,3,4,6,31,5,6,6,16,0,10,0,2,5,10,8,45,3,2,10,11,0,24,9,22,0,0,5,17,0,0,7,9,21,3,8,8,5,13,3,0,0,11,0,4,3,1,15,6,0,0,16,0,0,1,0,0,0,13,7,18,8,2,11,4,9,69,0,0,2,8,0,4,27,7,0,0,0,0,0,1,0,10,0,7,0,11,10,15,54,2,0,36,0,0,2,33,0
2017-07-09,19,5,0,0,41,46,26,0,1,0,17,7,16,12,0,0,34,0,0,7,9,0,3,23,0,19,14,0,2,6,0,0,0,0,0,0,10,46,0,9,8,12,20,5,8,8,18,0,4,0,12,0,7,4,45,6,6,10,11,0,12,7,7,0,0,2,13,0,0,3,2,19,2,3,17,5,31,0,0,17,7,0,9,0,4,57,1,3,6,4,0,0,1,0,19,0,13,9,9,8,2,27,4,3,51,0,0,0,6,0,0,5,35,0,5,0,0,0,2,16,0,0,0,0,39,7,11,59,2,0,100,11,0,2,10,0
2017-07-16,6,8,0,22,41,11,25,0,0,0,13,2,23,0,0,0,0,0,0,6,0,0,9,14,0,6,3,0,4,6,0,0,0,42,13,4,14,38,1,9,11,6,5,2,8,8,14,0,6,14,2,0,9,20,22,3,0,7,11,0,12,6,22,0,0,6,8,0,0,10,2,15,6,3,25,0,6,0,20,8,4,0,17,2,5,50,1,10,0,8,0,0,1,0,19,3,6,9,0,7,2,26,8,21,50,0,0,9,3,0,9,26,0,0,0,0,0,0,4,0,9,0,0,0,17,13,18,28,1,0,46,21,0,3,10,0
2017-07-23,12,6,17,22,0,34,22,3,1,0,21,2,12,0,0,0,0,0,0,7,0,0,9,11,0,15,12,0,2,12,0,0,0,0,7,11,17,28,1,14,4,6,29,14,4,4,22,0,6,14,2,16,12,16,59,6,6,7,22,0,35,3,11,7,0,5,17,5,0,22,2,18,5,11,8,5,0,0,6,0,20,0,8,0,4,49,1,5,6,0,0,0,0,0,6,0,0,5,35,5,2,36,2,20,61,0,0,11,14,0,9,21,13,0,0,0,0,0,0,0,0,0,7,0,16,3,59,53,3,4,58,16,1,2,13,0
2017-07-30,12,4,0,28,76,53,9,5,2,0,15,0,27,6,0,0,0,0,0,9,0,0,14,8,0,35,9,0,11,12,0,0,0,0,12,0,9,31,1,5,0,29,23,13,3,3,18,0,12,0,7,10,9,23,41,3,0,0,21,0,33,7,34,14,0,1,20,0,2,12,5,12,4,12,0,14,6,0,12,12,10,0,16,4,7,33,3,17,0,4,0,0,0,31,12,0,12,7,8,3,0,49,5,8,99,0,6,4,26,0,4,20,13,0,0,0,0,0,2,29,0,0,3,0,21,12,24,44,2,4,27,24,0,4,9,0
2017-08-06,6,12,8,7,0,21,50,0,1,0,23,2,40,3,0,0,0,0,0,8,8,0,5,13,0,23,11,0,5,6,0,0,0,0,10,0,11,44,2,5,0,23,33,11,4,4,16,0,2,13,11,15,11,15,41,0,4,19,21,0,22,6,34,14,0,10,0,5,1,9,8,18,3,2,15,41,6,3,18,4,13,0,24,1,3,33,4,15,0,11,0,0,0,0,17,3,6,6,16,8,3,64,4,11,57,0,5,2,18,0,8,24,26,0,2,0,0,0,2,0,0,0,3,0,57,9,24,58,2,0,49,10,0,4,33,0
2017-08-13,0,11,16,7,0,0,27,0,1,0,17,7,43,6,0,0,0,0,0,7,0,0,3,29,0,23,14,0,5,18,0,0,25,39,5,0,13,31,1,11,7,23,9,8,2,2,12,0,4,13,18,25,11,15,83,8,6,6,62,0,33,2,10,0,0,9,0,10,1,6,7,17,9,2,8,14,6,0,0,4,4,0,20,4,7,33,4,10,11,0,0,0,1,15,0,0,17,6,8,4,1,88,4,22,44,0,0,7,15,0,8,39,13,0,0,20,0,0,5,0,0,0,7,0,31,0,21,57,4,4,27,19,0,4,63,0
2017-08-20,0,8,16,7,76,0,39,0,2,0,23,2,35,3,0,0,0,0,0,7,0,7,5,45,0,35,12,0,12,36,0,0,12,59,9,0,9,44,2,5,3,6,5,4,52,52,9,0,3,0,6,5,26,19,27,5,4,3,31,0,0,4,20,7,0,9,16,5,1,9,5,10,1,12,8,14,17,0,6,4,8,0,31,1,7,27,5,5,0,4,0,0,1,0,6,0,23,5,0,14,1,44,2,8,46,0,0,7,15,0,16,29,13,0,0,0,0,0,4,71,0,0,3,0,31,6,10,62,4,0,16,14,0,1,27,0
