epoch,loss,val_loss
0,0.06550127267837524,0.0022051099222153425
1,0.028542961925268173,0.004026993177831173
2,0.025796398520469666,0.003243994666263461
3,0.021016625687479973,0.007490950636565685
4,0.017276298254728317,0.009977425448596478
5,0.011942130513489246,0.0031200943049043417
6,0.012739209458231926,0.007392518222332001
7,0.014741869643330574,0.006368291564285755
8,0.017272289842367172,0.005144012160599232
9,0.010731510818004608,0.005187307950109243
10,0.011535365134477615,0.002446865662932396
11,0.014703793451189995,0.003473771270364523
12,0.010033177211880684,0.0017285763751715422
13,0.009116134606301785,0.0031026348005980253
14,0.011068828403949738,0.0024707529228180647
15,0.008336706086993217,0.004583950154483318
16,0.010061289183795452,0.015311174094676971
17,0.013144345954060555,0.004133877344429493
18,0.008476503193378448,0.0066694943234324455
19,0.010100601240992546,0.007260674145072699
20,0.005751087795943022,0.0017410904401913285
21,0.005342274438589811,0.010425192303955555
22,0.005888643208891153,0.0031810689251869917
23,0.006721964105963707,0.0025202047545462847
24,0.008065949194133282,0.006576634012162685
25,0.007073740940541029,0.001658178516663611
26,0.008371819742023945,0.004415373783558607
27,0.005347371567040682,0.004879038780927658
28,0.00749496603384614,0.0015262302476912737
29,0.007053491193801165,0.001123372232541442
30,0.005124824121594429,0.0014038959052413702
31,0.006421241909265518,0.0023976287338882685
32,0.006463371682912111,0.0035044760443270206
33,0.0037263452541083097,0.004404095001518726
34,0.007435891777276993,0.0025836669374257326
35,0.006993292365223169,0.0014601206639781594
36,0.003769342787563801,0.0011941653210669756
37,0.006635626778006554,0.001486267545260489
38,0.006295126397162676,0.0014251836109906435
39,0.007992783561348915,0.0026413854211568832
40,0.008416624739766121,0.0009625369566492736
41,0.00543028861284256,0.0028815437108278275
42,0.00606544641777873,0.0010824459604918957
43,0.004855395760387182,0.00146963051520288
44,0.0047042593359947205,0.001171068986877799
45,0.004457682371139526,0.0019412407418712974
46,0.0027414828073233366,0.001482856459915638
47,0.0038933693431317806,0.001925507909618318
48,0.003907008096575737,0.004702587611973286
49,0.0062304274179041386,0.0014554925728589296
50,0.007137618958950043,0.0013335791882127523
51,0.005513356067240238,0.0029674586839973927
52,0.0030278984922915697,0.0019124101381748915
53,0.0034110371489077806,0.0024073286913335323
54,0.004189223051071167,0.0016296174144372344
55,0.004003356210887432,0.0020170598290860653
56,0.0038872421719133854,0.0013233332429081202
57,0.00441631767898798,0.0012661830987781286
58,0.004703965038061142,0.0019417267758399248
59,0.0036271363496780396,0.0026293830014765263
60,0.005172481294721365,0.0033850420732051134
61,0.0021702591329813004,0.0015080764424055815
62,0.004181858617812395,0.0014249586965888739
63,0.0025481327902525663,0.0026164264418184757
64,0.004201903939247131,0.001721238368190825
65,0.0034327602479606867,0.0018286758568137884
