epoch,loss,val_loss
0,49.396236419677734,1.2942965030670166
1,3.2607345581054688,2.396358013153076
2,1.866047978401184,2.423219919204712
3,1.4596048593521118,0.5962698459625244
4,1.3160384893417358,2.651851177215576
5,1.4269999265670776,2.7711689472198486
6,0.9810209274291992,0.9924371242523193
7,0.9715296030044556,0.624038577079773
8,0.9311743974685669,2.158013105392456
9,0.9805477857589722,0.6958768367767334
10,0.8800771832466125,0.5730056762695312
11,0.7544557452201843,0.5984031558036804
12,0.7856536507606506,0.9060063362121582
13,0.8086162805557251,0.5481586456298828
14,0.8873113989830017,0.5806052684783936
15,0.7517503499984741,2.370697259902954
16,0.7640537619590759,0.8978844285011292
17,0.8134511709213257,0.7951297163963318
18,0.9334675073623657,0.8104879856109619
19,1.0310457944869995,0.7798678278923035
20,0.9994055032730103,2.8401129245758057
21,0.8793569207191467,0.9139940142631531
22,0.8279262185096741,0.6794087290763855
23,0.8808507919311523,0.5403795838356018
24,0.8566993474960327,0.5332625508308411
25,0.6689735054969788,0.5512708425521851
26,0.7467168569564819,1.0275133848190308
27,0.7423815727233887,0.8624248504638672
28,0.6981995701789856,0.5800147652626038
29,0.7311658263206482,0.6045287847518921
30,0.6627206206321716,0.605441689491272
31,0.7624675035476685,0.5930711030960083
32,0.72742760181427,0.6009553074836731
33,0.6737187504768372,3.2589542865753174
34,0.8828880786895752,0.7755994200706482
35,0.9496304392814636,3.729661464691162
36,0.8756791353225708,0.630830705165863
37,0.7280929088592529,0.5544511675834656
38,0.6561412215232849,1.0900732278823853
39,0.7334135174751282,0.6336060762405396
40,0.7061262130737305,0.5874495506286621
41,14.937707901000977,1.13589346408844
42,4.922909259796143,1.6106845140457153
43,3.8092851638793945,0.9352239966392517
44,3.9781644344329834,2.872197151184082
45,3.69010329246521,1.0425255298614502
46,3.87495493888855,2.6430749893188477
47,3.1626460552215576,1.4243966341018677
48,3.017268180847168,1.0879758596420288
49,2.9635491371154785,0.8668651580810547
