epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.3523465692996979,0.3523465692996979,0.5174674987792969,0.5174674987792969
1,0.30786603689193726,0.30786603689193726,0.4555749297142029,0.4555749297142029
2,0.25143861770629883,0.25143861770629883,0.333921879529953,0.333921879529953
3,0.14663682878017426,0.14663682878017426,0.07643786817789078,0.07643786817789078
4,0.11209482699632645,0.11209482699632645,0.12500090897083282,0.12500090897083282
5,0.10270243883132935,0.10270243883132935,0.09618854522705078,0.09618854522705078
6,0.09335380792617798,0.09335380792617798,0.1358039826154709,0.1358039826154709
7,0.0823809877038002,0.0823809877038002,0.1314975917339325,0.1314975917339325
8,0.06900512427091599,0.06900512427091599,0.11679752171039581,0.11679752171039581
9,0.04826100170612335,0.04826100170612335,0.089131198823452,0.089131198823452
10,0.0405084565281868,0.0405084565281868,0.11634727567434311,0.11634727567434311
11,0.043255146592855453,0.043255146592855453,0.11762527376413345,0.11762527376413345
12,0.04105193167924881,0.04105193167924881,0.08051546663045883,0.08051546663045883
13,0.035531070083379745,0.035531070083379745,0.06678585708141327,0.06678585708141327
14,0.03601289540529251,0.03601289540529251,0.04861822724342346,0.04861822724342346
15,0.03481720760464668,0.03481720760464668,0.059416867792606354,0.059416867792606354
16,0.031859200447797775,0.031859200447797775,0.07421319931745529,0.07421319931745529
17,0.031715232878923416,0.031715232878923416,0.06779501587152481,0.06779501587152481
18,0.03189591318368912,0.03189591318368912,0.060651082545518875,0.060651082545518875
19,0.030107809230685234,0.030107809230685234,0.06789487600326538,0.06789487600326538
20,0.027853211387991905,0.027853211387991905,0.07619471102952957,0.07619471102952957
21,0.027074160054326057,0.027074160054326057,0.062329500913619995,0.062329500913619995
22,0.027075428515672684,0.027075428515672684,0.06919130682945251,0.06919130682945251
23,0.026272514835000038,0.026272514835000038,0.06284449994564056,0.06284449994564056
24,0.02945464290678501,0.02945464290678501,0.050483521074056625,0.050483521074056625
25,0.025871679186820984,0.025871679186820984,0.06872255355119705,0.06872255355119705
26,0.0253154207020998,0.0253154207020998,0.06372231990098953,0.06372231990098953
27,0.02674328349530697,0.02674328349530697,0.04502406343817711,0.04502406343817711
28,0.026804117485880852,0.026804117485880852,0.03834863379597664,0.03834863379597664
29,0.026479601860046387,0.026479601860046387,0.09387379139661789,0.09387379139661789
30,0.03042258322238922,0.03042258322238922,0.07525978982448578,0.07525978982448578
31,0.027171429246664047,0.027171429246664047,0.048031728714704514,0.048031728714704514
32,0.027515698224306107,0.027515698224306107,0.03168478235602379,0.03168478235602379
33,0.027467897161841393,0.027467897161841393,0.03595223277807236,0.03595223277807236
34,0.02551824226975441,0.02551824226975441,0.045409150421619415,0.045409150421619415
35,0.024413447827100754,0.024413447827100754,0.055664025247097015,0.055664025247097015
36,0.024019557982683182,0.024019557982683182,0.06574667245149612,0.06574667245149612
37,0.025762736797332764,0.025762736797332764,0.03943175449967384,0.03943175449967384
38,0.022976214066147804,0.022976214066147804,0.04434466361999512,0.04434466361999512
39,0.02253667265176773,0.02253667265176773,0.03535256162285805,0.03535256162285805
40,0.024643143638968468,0.024643143638968468,0.055200472474098206,0.055200472474098206
41,0.02225436642765999,0.02225436642765999,0.0458647757768631,0.0458647757768631
42,0.022362859919667244,0.022362859919667244,0.043998610228300095,0.04399861395359039
43,0.022042810916900635,0.022042810916900635,0.04020214080810547,0.04020214080810547
44,0.022172754630446434,0.022172754630446434,0.04877699166536331,0.04877699166536331
45,0.021966755390167236,0.021966755390167236,0.03865252062678337,0.03865252062678337
46,0.022993089631199837,0.022993089631199837,0.03699684515595436,0.03699684515595436
47,0.023292649537324905,0.023292649537324905,0.051378946751356125,0.051378946751356125
48,0.022305721417069435,0.022305721417069435,0.05308809503912926,0.05308809503912926
49,0.022359468042850494,0.022359468042850494,0.041378267109394073,0.041378267109394073
50,0.022394416853785515,0.022394416853785515,0.036572668701410294,0.036572668701410294
51,0.023746779188513756,0.023746779188513756,0.04920881986618042,0.04920881986618042
52,0.022059131413698196,0.022059131413698196,0.042147062718868256,0.042147062718868256
53,0.02048141323029995,0.02048141323029995,0.04907084256410599,0.04907084256410599
54,0.025522783398628235,0.025522783398628235,0.062069062143564224,0.062069062143564224
55,0.02276577055454254,0.02276577055454254,0.032174594700336456,0.032174594700336456
56,0.022645294666290283,0.022645294666290283,0.027288177981972694,0.027288177981972694
57,0.022823583334684372,0.022823583334684372,0.040771227329969406,0.040771227329969406
58,0.024230467155575752,0.024230467155575752,0.06118857115507126,0.06118857115507126
59,0.02225613035261631,0.02225613035261631,0.04306731000542641,0.04306731000542641
60,0.020539579913020134,0.020539579913020134,0.03297429904341698,0.03297429904341698
61,0.0215490460395813,0.0215490460395813,0.027172118425369263,0.027172118425369263
62,0.026346692815423012,0.026346692815423012,0.026858171448111534,0.026858171448111534
63,0.0241146981716156,0.0241146981716156,0.03635094687342644,0.03635094687342644
64,0.022616159170866013,0.022616159170866013,0.05087694898247719,0.05087694898247719
65,0.021002991124987602,0.021002991124987602,0.04030768573284149,0.04030768573284149
66,0.02066606841981411,0.02066606841981411,0.03437849506735802,0.03437849506735802
67,0.019819488748908043,0.019819488748908043,0.04715593531727791,0.04715593531727791
68,0.021037647500634193,0.021037647500634193,0.029067860916256905,0.029067860916256905
69,0.01972348988056183,0.01972348988056183,0.03054768033325672,0.03054768033325672
70,0.01915089413523674,0.01915089413523674,0.02872195653617382,0.02872195653617382
71,0.019904466345906258,0.019904466345906258,0.035921741276979446,0.035921741276979446
72,0.018886912614107132,0.018886912614107132,0.03036852739751339,0.03036852739751339
73,0.01883125863969326,0.01883125863969326,0.033336929976940155,0.033336929976940155
74,0.01984485238790512,0.01984485238790512,0.035554200410842896,0.035554200410842896
75,0.019144516438245773,0.019144516438245773,0.03169403225183487,0.03169403225183487
76,0.018689831718802452,0.018689831718802452,0.0285373292863369,0.0285373292863369
77,0.021223289892077446,0.021223289892077446,0.03150973469018936,0.03150973469018936
78,0.02025378867983818,0.02025378867983818,0.03854651376605034,0.03854651376605034
79,0.020353786647319794,0.020353786647319794,0.03304919973015785,0.03304919973015785
80,0.025144074112176895,0.025144074112176895,0.03093128651380539,0.03093128651380539
81,0.02139304205775261,0.02139304205775261,0.04280299320816994,0.04280299320816994
82,0.02039370685815811,0.02039370685815811,0.027895187959074974,0.027895187959074974
83,0.020037690177559853,0.020037690177559853,0.028210407122969627,0.028210407122969627
84,0.020481474697589874,0.020481474697589874,0.03416531905531883,0.03416531905531883
85,0.018632568418979645,0.018632568418979645,0.029933210462331772,0.029933210462331772
86,0.01816491410136223,0.01816491410136223,0.03801925107836723,0.03801925107836723
87,0.0188725795596838,0.0188725795596838,0.03278568014502525,0.03278568014502525
