epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.13759109377861023,0.13759109377861023,0.3330899477005005,0.3330899477005005
1,0.09088350832462311,0.09088350832462311,0.31596389412879944,0.31596389412879944
2,0.0620279423892498,0.0620279423892498,0.3106972873210907,0.3106972873210907
3,0.04626265540719032,0.04626265540719032,0.29642829298973083,0.29642829298973083
4,0.047797586768865585,0.047797586768865585,0.2911166250705719,0.2911166250705719
5,0.04045424610376358,0.04045424610376358,0.27210763096809387,0.27210763096809387
6,0.037857286632061005,0.037857286632061005,0.2686181962490082,0.2686181962490082
7,0.03596565127372742,0.03596565127372742,0.24222591519355774,0.24222591519355774
8,0.0348353236913681,0.0348353236913681,0.22492919862270355,0.22492919862270355
9,0.033707085996866226,0.033707085996866226,0.20850522816181183,0.20850522816181183
10,0.03464721143245697,0.03464721143245697,0.17584437131881714,0.17584437131881714
11,0.032747965306043625,0.032747965306043625,0.15697267651557922,0.15697267651557922
12,0.032496124505996704,0.032496124505996704,0.12418244034051895,0.12418244034051895
13,0.03195170313119888,0.03195170313119888,0.1271108239889145,0.1271108239889145
14,0.031460218131542206,0.031460218131542206,0.09090262651443481,0.09090262651443481
15,0.031466465443372726,0.031466465443372726,0.06598266959190369,0.06598266959190369
16,0.03113500401377678,0.03113500401377678,0.07898905128240585,0.07898905128240585
17,0.03140011057257652,0.03140011057257652,0.0370902456343174,0.0370902456343174
18,0.029875725507736206,0.029875725507736206,0.03520622104406357,0.03520622104406357
19,0.030184267088770866,0.030184267088770866,0.032735276967287064,0.032735276967287064
20,0.03017479181289673,0.03017479181289673,0.037659902125597,0.037659902125597
21,0.03033931367099285,0.03033931367099285,0.0390007346868515,0.0390007346868515
22,0.030129682272672653,0.030129682272672653,0.03687136992812157,0.03687136992812157
23,0.030649080872535706,0.030649080872535706,0.02963133342564106,0.02963133342564106
24,0.02961929515004158,0.02961929515004158,0.039725854992866516,0.039725854992866516
25,0.02893158607184887,0.02893158607184887,0.04208118095993996,0.04208118095993996
26,0.028596622869372368,0.028596622869372368,0.052827656269073486,0.052827656269073486
27,0.02882084622979164,0.02882084622979164,0.044300686568021774,0.044300686568021774
28,0.02932036481797695,0.02932036481797695,0.05945419892668724,0.05945419892668724
29,0.02869470790028572,0.02869470790028572,0.03346330672502518,0.03346330672502518
30,0.02785135991871357,0.02785135991871357,0.03242991119623184,0.03242991119623184
31,0.027094049379229546,0.027094049379229546,0.05847002565860748,0.05847002565860748
32,0.02709111198782921,0.02709111198782921,0.03632962703704834,0.03632962703704834
33,0.028574340045452118,0.028574340045452118,0.0359010174870491,0.0359010174870491
34,0.02791246958076954,0.02791246958076954,0.0332275852560997,0.0332275852560997
35,0.027065875008702278,0.027065875008702278,0.03395446762442589,0.03395446762442589
36,0.027036543935537338,0.027036543935537338,0.06847711652517319,0.06847711652517319
37,0.02710225246846676,0.02710225246846676,0.030879909172654152,0.030879909172654152
38,0.0270062442868948,0.0270062442868948,0.04742257669568062,0.04742257669568062
39,0.02641538344323635,0.02641538344323635,0.03466404229402542,0.03466404229402542
40,0.02779761143028736,0.02779761143028736,0.029355347156524658,0.029355347156524658
41,0.02710667811334133,0.02710667811334133,0.034001994878053665,0.034001994878053665
42,0.025847017765045166,0.025847017765045166,0.040650010108947754,0.040650010108947754
43,0.025679495185613632,0.025679495185613632,0.04408756643533707,0.04408756643533707
44,0.026067079976201057,0.026067079976201057,0.03878076374530792,0.03878076374530792
45,0.02540043741464615,0.02540043741464615,0.047860532999038696,0.047860532999038696
46,0.025805067270994186,0.025805067270994186,0.04991207271814346,0.04991207271814346
47,0.025386422872543335,0.025386422872543335,0.04872060567140579,0.04872060567140579
48,0.025963887572288513,0.025963887572288513,0.047409456223249435,0.047409456223249435
49,0.026329996064305305,0.026329996064305305,0.052503883838653564,0.052503883838653564
50,0.02525920793414116,0.02525920793414116,0.03726955130696297,0.03726955130696297
51,0.025566399097442627,0.025566399097442627,0.04451518505811691,0.04451518505811691
52,0.025801638141274452,0.025801638141274452,0.039207156747579575,0.039207156747579575
53,0.024860449135303497,0.024860449135303497,0.05805332586169243,0.05805332586169243
54,0.025313725695014,0.025313725695014,0.05621834471821785,0.05621834471821785
55,0.024589063599705696,0.024589063599705696,0.06063758581876755,0.06063758581876755
56,0.024408377707004547,0.024408377707004547,0.0314800851047039,0.0314800851047039
57,0.024748504161834717,0.024748504161834717,0.031468525528907776,0.031468525528907776
58,0.02588362991809845,0.02588362991809845,0.056107617914676666,0.056107617914676666
59,0.025087518617510796,0.025087518617510796,0.06316196918487549,0.06316196918487549
60,0.024325553327798843,0.024325553327798843,0.04938843101263046,0.04938843101263046
61,0.0245024636387825,0.0245024636387825,0.04379969835281372,0.04379969835281372
62,0.024115780368447304,0.024115780368447304,0.0335017666220665,0.0335017666220665
63,0.02422928251326084,0.02422928251326084,0.043138209730386734,0.043138209730386734
64,0.024078939110040665,0.024078939110040665,0.043130867183208466,0.043130867183208466
65,0.024197133257985115,0.024197133257985115,0.048099081963300705,0.048099081963300705
