epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.14989612996578217,0.14989612996578217,0.15310829877853394,0.15310829877853394
1,0.09606276452541351,0.09606276452541351,0.14793483912944794,0.14793483912944794
2,0.0689864307641983,0.0689864307641983,0.142818883061409,0.142818883061409
3,0.05096966028213501,0.05096966028213501,0.13850566744804382,0.13850566744804382
4,0.03461523726582527,0.03461523726582527,0.13280704617500305,0.13280704617500305
5,0.02596377395093441,0.02596377395093441,0.12519975006580353,0.12519975006580353
6,0.023798886686563492,0.023798886686563492,0.12665638327598572,0.12665638327598572
7,0.023455042392015457,0.023455042392015457,0.11656127125024796,0.11656127125024796
8,0.023325016722083092,0.023325016722083092,0.11388044059276581,0.11388044059276581
9,0.021082529798150063,0.021082529798150063,0.10339668393135071,0.10339668393135071
10,0.021321626380085945,0.021321626380085945,0.10007694363594055,0.10007694363594055
11,0.0222037173807621,0.0222037173807621,0.08485538512468338,0.08485538512468338
12,0.024426203221082687,0.024426203221082687,0.07924239337444305,0.07924239337444305
13,0.0204978808760643,0.0204978808760643,0.07515550404787064,0.07515550404787064
14,0.018619101494550705,0.018619101494550705,0.0645400658249855,0.0645400658249855
15,0.022490859031677246,0.022490859031677246,0.0600779764354229,0.0600779764354229
16,0.020299017429351807,0.020299017429351807,0.05427112430334091,0.05427112430334091
17,0.01971151866018772,0.01971151866018772,0.05170362815260887,0.05170362815260887
18,0.018114451318979263,0.018114451318979263,0.04702100157737732,0.04702100157737732
19,0.017510320991277695,0.017510320991277695,0.04738129302859306,0.04738129302859306
20,0.01812809891998768,0.01812809891998768,0.04858234152197838,0.04858234152197838
21,0.017213888466358185,0.017213888466358185,0.043346479535102844,0.043346479535102844
22,0.01859438046813011,0.01859438046813011,0.04113934189081192,0.04113934189081192
23,0.01750423200428486,0.01750423200428486,0.04689592868089676,0.04689592868089676
24,0.018420705571770668,0.018420705571770668,0.057591330260038376,0.057591330260038376
25,0.019719678908586502,0.019719678908586502,0.04373914375901222,0.04373914375901222
26,0.015758035704493523,0.015758035704493523,0.0405157245695591,0.0405157245695591
27,0.016198845580220222,0.016198845580220222,0.04556996002793312,0.04556996002793312
28,0.01674361154437065,0.01674361154437065,0.0481693372130394,0.0481693372130394
29,0.017046866938471794,0.017046866938471794,0.04903387650847435,0.04903387650847435
30,0.015157271176576614,0.015157271176576614,0.04807064309716225,0.04807064309716225
31,0.014816244132816792,0.014816244132816792,0.04257811978459358,0.04257811978459358
32,0.015993501991033554,0.015993501991033554,0.0399746298789978,0.0399746298789978
33,0.01736704632639885,0.01736704632639885,0.04688531905412674,0.04688531905412674
34,0.015133220702409744,0.015133220702409744,0.034752897918224335,0.034752897918224335
35,0.015011172741651535,0.015011172741651535,0.038782864809036255,0.038782864809036255
36,0.01518799178302288,0.01518799178302288,0.03562290593981743,0.03562290593981743
37,0.015399812720716,0.015399812720716,0.039831649512052536,0.039831649512052536
38,0.015100275166332722,0.015100275166332722,0.03912385553121567,0.03912385553121567
39,0.015765585005283356,0.015765585005283356,0.03907601535320282,0.03907601535320282
40,0.014615794643759727,0.014615794643759727,0.04649881273508072,0.04649881273508072
41,0.016036085784435272,0.016036085784435272,0.0398380272090435,0.0398380272090435
42,0.01550528034567833,0.01550528034567833,0.04114739969372749,0.04114739969372749
43,0.015692073851823807,0.015692073851823807,0.042293742299079895,0.042293742299079895
44,0.013958485797047615,0.013958485797047615,0.04214786738157272,0.04214786738157272
45,0.013821011409163475,0.013821011409163475,0.04674334079027176,0.04674334079027176
46,0.014325006864964962,0.014325006864964962,0.04426802322268486,0.04426802322268486
47,0.014100219123065472,0.014100219123065472,0.04678165540099144,0.04678165540099144
48,0.015445759519934654,0.015445759519934654,0.05169202759861946,0.05169202759861946
49,0.014532897621393204,0.014532897621393204,0.040970154106616974,0.040970154106616974
50,0.013479898683726788,0.013479898683726788,0.04804624244570732,0.04804624244570732
51,0.013770508579909801,0.013770508579909801,0.04264691472053528,0.04264691472053528
52,0.014572368003427982,0.014572368003427982,0.049747977405786514,0.049747977405786514
53,0.014472363516688347,0.014472363516688347,0.04383746162056923,0.04383746162056923
54,0.013817135244607925,0.013817135244607925,0.04316525161266327,0.04316525161266327
55,0.013626212254166603,0.013626212254166603,0.04506567120552063,0.04506567120552063
56,0.01354068424552679,0.01354068424552679,0.046904563903808594,0.046904563903808594
57,0.014023729600012302,0.014023729600012302,0.04159083962440491,0.04159083962440491
58,0.014337986707687378,0.014337986707687378,0.04500526189804077,0.04500526189804077
59,0.015604285523295403,0.015604285523295403,0.04137518256902695,0.04137518256902695
