epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.12301874905824661,0.12301874905824661,0.24143175780773163,0.24143175780773163
1,0.06436379253864288,0.06436379253864288,0.12907643616199493,0.12907643616199493
2,0.049358367919921875,0.049358367919921875,0.0694330707192421,0.0694330707192421
3,0.04336840286850929,0.04336840286850929,0.0644567459821701,0.0644567459821701
4,0.042071208357810974,0.042071208357810974,0.09832224994897842,0.09832224994897842
5,0.04576946794986725,0.04576946794986725,0.09152758121490479,0.09152758121490479
6,0.04155833646655083,0.04155833646655083,0.06310444325208664,0.06310444325208664
7,0.04363444447517395,0.04363444447517395,0.08725445717573166,0.08725445717573166
8,0.03931022062897682,0.03931022062897682,0.06500399112701416,0.06500399112701416
9,0.04139111191034317,0.04139111191034317,0.05630435794591904,0.05630435794591904
10,0.04110129922628403,0.04110129922628403,0.05921806022524834,0.05921806022524834
11,0.04067838564515114,0.04067838564515114,0.05964721366763115,0.05964721366763115
12,0.03936707600951195,0.03936707600951195,0.06251242011785507,0.06251242011785507
13,0.03889045491814613,0.03889045491814613,0.0626767948269844,0.0626767948269844
14,0.03612690046429634,0.03612690046429634,0.05880528688430786,0.05880528688430786
15,0.036021195352077484,0.03602118790149689,0.05407484248280525,0.05407484248280525
16,0.04016908258199692,0.04016908258199692,0.052788421511650085,0.052788421511650085
17,0.03831571340560913,0.03831571340560913,0.05164949223399162,0.05164949223399162
18,0.03860936686396599,0.03860936686396599,0.05937034264206886,0.05937034264206886
19,0.03944455832242966,0.03944455832242966,0.05872385576367378,0.05872385576367378
20,0.03845406323671341,0.03845406323671341,0.06523724645376205,0.06523724645376205
21,0.035232339054346085,0.035232339054346085,0.059050947427749634,0.059050947427749634
22,0.03790447115898132,0.03790447115898132,0.05843990668654442,0.05843990668654442
23,0.03787930682301521,0.03787930682301521,0.055200278759002686,0.055200278759002686
24,0.0364171601831913,0.0364171601831913,0.053559958934783936,0.053559958934783936
25,0.03783340007066727,0.03783340007066727,0.055057331919670105,0.055057331919670105
26,0.03680701553821564,0.03680701553821564,0.057089000940322876,0.057089000940322876
27,0.040883924812078476,0.040883924812078476,0.06210712343454361,0.06210712343454361
28,0.038456980139017105,0.038456983864307404,0.055808261036872864,0.055808261036872864
29,0.03917574882507324,0.03917574882507324,0.0563972108066082,0.0563972108066082
30,0.03506091609597206,0.03506091609597206,0.062407027930021286,0.062407027930021286
31,0.03766871616244316,0.03766871616244316,0.053372450172901154,0.053372450172901154
32,0.036340054124593735,0.036340054124593735,0.06750018894672394,0.06750018894672394
33,0.03619813174009323,0.03619813174009323,0.05608861520886421,0.05608861520886421
34,0.03733623027801514,0.03733623027801514,0.062406592071056366,0.062406592071056366
35,0.03539407253265381,0.03539407253265381,0.052244365215301514,0.052244365215301514
36,0.03581669554114342,0.03581669554114342,0.05405474826693535,0.05405474826693535
37,0.03452417999505997,0.03452417999505997,0.05536528676748276,0.05536528676748276
38,0.03553618863224983,0.03553618863224983,0.05277831479907036,0.05277831479907036
39,0.03759055584669113,0.03759055584669113,0.055114321410655975,0.055114321410655975
40,0.03763643652200699,0.03763643652200699,0.05734226480126381,0.05734226480126381
41,0.03505292907357216,0.03505292907357216,0.06578795611858368,0.06578795611858368
42,0.03477809205651283,0.03477809205651283,0.06186574697494507,0.06186574697494507
0,0.21407492458820343,0.21407492458820343,0.21281400322914124,0.21281400322914124
1,0.11671897768974304,0.11671897768974304,0.30265623331069946,0.30265623331069946
2,0.10248938202857971,0.10248938202857971,0.2530139684677124,0.2530139684677124
3,0.09136003255844116,0.09136003255844116,0.23794467747211456,0.23794467747211456
