,Stock,ML,gain_pred,index_maximo_pred,n_steps_in,n_steps_out,interval,samples_test
0,ABCB4,LSTM,0.0,0,5,1,1wk,1
1,ABCB4,BidirectionalLSTM,0.0,0,5,1,1wk,1
2,ABCB4,convLSTM1D,0.0,0,5,1,1wk,1
3,ABCB4,convLSTM2D,0.0,0,5,1,1wk,1
4,ABEV3,LSTM,0.0,0,5,1,1wk,1
5,ABEV3,BidirectionalLSTM,0.0,0,5,1,1wk,1
6,ABEV3,convLSTM1D,9.948747512722774,0,5,1,1wk,1
7,ABEV3,convLSTM2D,10.105150002093325,0,5,1,1wk,1
8,ANIM3,LSTM,0.0,0,5,1,1wk,1
9,ANIM3,BidirectionalLSTM,0.0,0,5,1,1wk,1
10,ANIM3,convLSTM1D,0.0,0,5,1,1wk,1
11,ANIM3,convLSTM2D,0.0,0,5,1,1wk,1
12,AGRO3,LSTM,0.0,0,5,1,1wk,1
13,AGRO3,BidirectionalLSTM,0.0,0,5,1,1wk,1
14,AGRO3,convLSTM1D,0.0,0,5,1,1wk,1
15,AGRO3,convLSTM2D,0.0,0,5,1,1wk,1
16,ALPA3,LSTM,0.0,0,5,1,1wk,1
17,ALPA3,BidirectionalLSTM,0.0,0,5,1,1wk,1
18,ALPA3,convLSTM1D,0.0,0,5,1,1wk,1
19,ALPA3,convLSTM2D,6.782230570843593,0,5,1,1wk,1
20,ALPA4,LSTM,0.0,0,5,1,1wk,1
21,ALPA4,BidirectionalLSTM,0.0,0,5,1,1wk,1
22,ALPA4,convLSTM1D,0.0,0,5,1,1wk,1
23,ALPA4,convLSTM2D,0.0,0,5,1,1wk,1
24,AMAR3,LSTM,39.75479072411155,0,5,1,1wk,1
25,AMAR3,BidirectionalLSTM,3.078441656633623,0,5,1,1wk,1
26,AMAR3,convLSTM1D,0.0,0,5,1,1wk,1
27,AMAR3,convLSTM2D,19.380776498811365,0,5,1,1wk,1
28,ARZZ3,LSTM,0.0,0,5,1,1wk,1
29,ARZZ3,BidirectionalLSTM,0.0,0,5,1,1wk,1
30,ARZZ3,convLSTM1D,0.0,0,5,1,1wk,1
31,ARZZ3,convLSTM2D,0.0,0,5,1,1wk,1
32,AZUL4,LSTM,0.0,0,5,1,1wk,1
33,AZUL4,BidirectionalLSTM,0.0,0,5,1,1wk,1
34,AZUL4,convLSTM1D,0.0,0,5,1,1wk,1
35,AZUL4,convLSTM2D,0.0,0,5,1,1wk,1
36,B3SA3,LSTM,0.0,0,5,1,1wk,1
37,B3SA3,BidirectionalLSTM,0.0,0,5,1,1wk,1
38,B3SA3,convLSTM1D,0.0,0,5,1,1wk,1
39,B3SA3,convLSTM2D,0.0,0,5,1,1wk,1
40,BBAS3,LSTM,0.0,0,5,1,1wk,1
41,BBAS3,BidirectionalLSTM,0.0,0,5,1,1wk,1
42,BBAS3,convLSTM1D,0.0,0,5,1,1wk,1
43,BBAS3,convLSTM2D,0.0,0,5,1,1wk,1
44,BBDC3,LSTM,0.0,0,5,1,1wk,1
45,BBDC3,BidirectionalLSTM,0.0,0,5,1,1wk,1
46,BBDC3,convLSTM1D,0.0,0,5,1,1wk,1
47,BBDC3,convLSTM2D,0.0,0,5,1,1wk,1
48,BBSE3,LSTM,0.0,0,5,1,1wk,1
49,BBSE3,BidirectionalLSTM,2.5196132883870095,0,5,1,1wk,1
50,BBSE3,convLSTM1D,0.0,0,5,1,1wk,1
51,BBSE3,convLSTM2D,23.554603499773656,0,5,1,1wk,1
52,BEEF3,LSTM,11.082181134194775,0,5,1,1wk,1
53,BEEF3,BidirectionalLSTM,0.0,0,5,1,1wk,1
54,BEEF3,convLSTM1D,7.806023269466832,0,5,1,1wk,1
55,BEEF3,convLSTM2D,0.0,0,5,1,1wk,1
56,BIDI3,LSTM,65.72846174240112,0,5,1,1wk,1
57,BIDI3,BidirectionalLSTM,0.0,0,5,1,1wk,1
58,BIDI3,convLSTM1D,0.0,0,5,1,1wk,1
59,BIDI3,convLSTM2D,0.0,0,5,1,1wk,1
60,BKBR3,LSTM,16.400698832718682,0,5,1,1wk,1
61,BKBR3,BidirectionalLSTM,42.15379895934135,0,5,1,1wk,1
62,BKBR3,convLSTM1D,28.69842698775138,0,5,1,1wk,1
63,BKBR3,convLSTM2D,128.2782602741057,0,5,1,1wk,1
64,BPAC3,LSTM,0.0,0,5,1,1wk,1
65,BPAC3,BidirectionalLSTM,0.0,0,5,1,1wk,1
66,BPAC3,convLSTM1D,0.0,0,5,1,1wk,1
67,BPAC3,convLSTM2D,0.0,0,5,1,1wk,1
68,BRAP3,LSTM,84.86285080113191,0,5,1,1wk,1
69,BRAP3,BidirectionalLSTM,1.9747237876596073,0,5,1,1wk,1
70,BRAP3,convLSTM1D,0.0,0,5,1,1wk,1
71,BRAP3,convLSTM2D,1.2819627107379656,0,5,1,1wk,1
72,BRDT3,LSTM,0.0,0,5,1,1wk,1
73,BRDT3,BidirectionalLSTM,0.0,0,5,1,1wk,1
74,BRDT3,convLSTM1D,0.0,0,5,1,1wk,1
75,BRDT3,convLSTM2D,18.810428662162472,0,5,1,1wk,1
76,BRFS3,LSTM,0.0,0,5,1,1wk,1
77,BRFS3,BidirectionalLSTM,0.0,0,5,1,1wk,1
78,BRFS3,convLSTM1D,0.0,0,5,1,1wk,1
79,BRFS3,convLSTM2D,22.847784169683273,0,5,1,1wk,1
80,BRSR3,LSTM,0.0,0,5,1,1wk,1
