epoch,loss,val_loss
0,0.14028096199035645,0.26995739340782166
1,0.04862712696194649,0.08385030180215836
2,0.03222429379820824,0.051403045654296875
3,0.028179125860333443,0.06344407051801682
4,0.026427136734128,0.08781089633703232
5,0.023421384394168854,0.05043913051486015
6,0.01766001619398594,0.011975331231951714
7,0.016801567748188972,0.02513304352760315
8,0.012831208296120167,0.01767531782388687
9,0.014222360216081142,0.024317795410752296
10,0.01688104122877121,0.05216152220964432
11,0.014055952429771423,0.016069896519184113
12,0.012905145063996315,0.013491121120750904
13,0.013078608550131321,0.015163225121796131
14,0.011003890074789524,0.016343193128705025
15,0.010658643208444118,0.014716451987624168
16,0.010360507294535637,0.01562504842877388
17,0.010288391262292862,0.015754304826259613
18,0.011164696887135506,0.05090974643826485
19,0.01399300154298544,0.01921926438808441
20,0.009552541188895702,0.01699061319231987
21,0.011049085296690464,0.045402683317661285
22,0.012582316994667053,0.030970167368650436
23,0.011167485266923904,0.020077843219041824
24,0.008939866907894611,0.0169280506670475
25,0.008412642404437065,0.020444992929697037
26,0.008138569071888924,0.019308554008603096
27,0.008425197564065456,0.019566722214221954
28,0.008076457306742668,0.020992638543248177
29,0.00938850361853838,0.019645188003778458
30,0.008653230033814907,0.031604330986738205
31,0.007833614945411682,0.018811028450727463
