epoch,loss,val_loss
0,395.555908203125,5.321259021759033
1,3.3647916316986084,3.676211357116699
2,3.2842655181884766,3.9163994789123535
3,3.1029715538024902,3.3113832473754883
4,3.0796079635620117,3.317322254180908
5,3.1138916015625,5.973223686218262
6,3.035090208053589,4.8992204666137695
7,3.063755750656128,3.666189193725586
8,3.074406623840332,3.5064635276794434
9,2.9379541873931885,3.7086501121520996
10,3.122208595275879,7.9847517013549805
11,3.0029468536376953,3.623293161392212
12,3.0976309776306152,4.932867050170898
13,2.970759391784668,4.329875469207764
14,3.0031521320343018,4.812697410583496
15,2.851606845855713,3.8324227333068848
16,3.25295090675354,4.71527624130249
17,3.28084659576416,3.5397820472717285
18,2.9046428203582764,3.5788636207580566
19,3.0385682582855225,3.9575698375701904
20,3.065486192703247,18.839998245239258
21,3.458055019378662,13.625732421875
22,3.067514181137085,5.180570125579834
23,2.8620593547821045,3.569992780685425
24,2.867896318435669,4.341924667358398
25,2.974493980407715,6.168986797332764
26,3.0795581340789795,5.6415791511535645
27,2.9392807483673096,3.4482100009918213
28,2.9943597316741943,6.586691379547119
29,3.11751127243042,5.173758029937744
30,3.4491734504699707,4.037339210510254
31,2.899869680404663,4.001156806945801
32,2.7906906604766846,3.4766054153442383
33,2.898754119873047,3.622751235961914
34,2.7725422382354736,3.575045585632324
35,2.807766914367676,4.624597549438477
36,2.7987537384033203,3.6980886459350586
37,2.695133686065674,3.6223816871643066
38,2.8123738765716553,5.519878387451172
39,3.017042875289917,6.107728958129883
40,2.9019081592559814,4.848331928253174
41,3.1529579162597656,6.150362968444824
42,3.014202833175659,4.732714653015137
43,2.803586721420288,4.531604766845703
44,2.727379322052002,8.207916259765625
45,2.757916212081909,3.544062376022339
46,2.6940295696258545,3.6056783199310303
47,3.1041040420532227,3.870281219482422
48,2.9219143390655518,4.5381879806518555
49,2.684662342071533,4.009459972381592
50,2.9207310676574707,3.707090139389038
51,2.841463088989258,3.796738386154175
52,2.9364657402038574,5.7709455490112305
53,2.707078456878662,3.5639255046844482
