epoch,loss,val_loss
0,114.79914093017578,13.241044044494629
1,3.782090425491333,11.420430183410645
2,3.6907365322113037,7.113564968109131
3,3.666245222091675,4.984348773956299
4,3.468141794204712,3.5830721855163574
5,3.529656171798706,3.9512505531311035
6,3.300957202911377,21.958202362060547
7,3.2674877643585205,3.773696184158325
8,3.280351400375366,4.784447193145752
9,3.117523193359375,10.236343383789062
10,3.3022518157958984,4.4997639656066895
11,3.12172269821167,11.431502342224121
12,3.004873037338257,5.404460906982422
13,2.9865939617156982,6.019967555999756
14,3.0503063201904297,13.857686996459961
