epoch,loss,val_loss
0,0.17465688288211823,0.24232712388038635
1,0.07485650479793549,0.04997198283672333
2,0.05290193483233452,0.058492518961429596
3,0.04183210805058479,0.06423095613718033
4,0.03249335661530495,0.029659545049071312
5,0.02425673045217991,0.01628611609339714
6,0.016057368367910385,0.007637896575033665
7,0.011239137500524521,0.03332414850592613
8,0.006522804498672485,0.024576351046562195
9,0.006419486831873655,0.04421877861022949
10,0.012894151732325554,0.03389713913202286
11,0.009968692436814308,0.0255189947783947
12,0.013274378143250942,0.009946374222636223
13,0.00737086683511734,0.03583855181932449
14,0.004767808131873608,0.01037774421274662
15,0.005679349415004253,0.018959224224090576
16,0.0054479120299220085,0.02051330730319023
17,0.004867192357778549,0.010277137160301208
18,0.004263289738446474,0.004036549478769302
19,0.006654967088252306,0.0295097678899765
20,0.003599765244871378,0.02014266513288021
21,0.00452223839238286,0.018982144072651863
22,0.006933023687452078,0.019397011026740074
23,0.00659076776355505,0.030568858608603477
24,0.0073776342906057835,0.01814337633550167
25,0.006725589279085398,0.012686686590313911
26,0.00386102800257504,0.008575810119509697
27,0.005863601807504892,0.008818577975034714
28,0.005514649674296379,0.027713924646377563
29,0.009042286314070225,0.03872578218579292
30,0.006568582262843847,0.016555054113268852
31,0.004346626345068216,0.014612974599003792
32,0.006037971004843712,0.021343465894460678
33,0.0025127197150141,0.03965575248003006
34,0.0060337008908391,0.01290932297706604
35,0.004783357493579388,0.022595230489969254
36,0.008630188181996346,0.03812693804502487
37,0.008290535770356655,0.021129390224814415
38,0.0029757877346128225,0.01666843518614769
39,0.0025003603659570217,0.009497941471636295
40,0.005005957093089819,0.01374010182917118
41,0.003583352081477642,0.017286136746406555
42,0.0026298402808606625,0.015020707622170448
43,0.003054473316296935,0.017995987087488174
