epoch,loss,val_loss
0,258.5565490722656,129.3329620361328
1,20.49536895751953,64.92823791503906
2,5.748717308044434,32.350677490234375
3,5.251768589019775,4.012853622436523
4,4.002111434936523,13.385554313659668
5,3.401153802871704,3.763942241668701
6,3.9495534896850586,5.032590389251709
7,2.7875144481658936,8.168411254882812
8,3.0935747623443604,5.494190692901611
9,2.330983877182007,7.326145172119141
10,2.4706459045410156,4.336758136749268
11,2.334254503250122,7.296357154846191
12,2.0780622959136963,5.114002704620361
13,2.8394086360931396,3.721653461456299
14,2.1756181716918945,3.334789514541626
15,2.8362486362457275,3.95172119140625
16,2.031768321990967,13.772221565246582
17,1.9570837020874023,3.3324475288391113
18,1.9782750606536865,3.9067881107330322
19,1.8005123138427734,3.125002145767212
20,1.7456663846969604,4.229123592376709
21,1.5108052492141724,4.124188423156738
22,1.5938373804092407,3.8322927951812744
23,2.217154026031494,4.046278953552246
24,1.5955716371536255,2.5813748836517334
25,1.6866120100021362,2.885369062423706
26,1.4059706926345825,1.598446249961853
27,1.6334587335586548,2.8384032249450684
28,1.3133981227874756,2.0505213737487793
29,1.543474793434143,1.7233927249908447
30,1.8458017110824585,4.06517219543457
31,1.5057708024978638,1.9637632369995117
32,1.402308702468872,1.7082027196884155
33,1.349344253540039,2.986396551132202
34,1.5147615671157837,1.9746863842010498
35,1.1672316789627075,1.5150563716888428
36,1.314577579498291,5.1168437004089355
37,1.3791003227233887,2.8185765743255615
38,1.1520792245864868,4.433540344238281
39,1.2854253053665161,4.420483589172363
40,1.4589252471923828,2.6882870197296143
41,1.0619255304336548,1.8840783834457397
42,0.9422975182533264,3.3159618377685547
43,1.1174296140670776,2.5319104194641113
44,1.1993942260742188,1.7990597486495972
45,1.1026571989059448,4.153589725494385
46,1.3664875030517578,1.3464856147766113
47,1.0944105386734009,1.7593598365783691
48,0.8578800559043884,3.049025774002075
49,1.0116266012191772,3.654817819595337
50,0.7823986411094666,3.6387715339660645
51,0.9724858999252319,2.1199049949645996
52,0.978691577911377,1.7282239198684692
53,1.308933138847351,5.858447551727295
54,0.9034712314605713,2.512176036834717
55,1.177258849143982,2.6369752883911133
56,0.8833028078079224,4.5080718994140625
57,0.8048632740974426,2.1670639514923096
58,0.7960895299911499,3.455739974975586
59,0.9315059185028076,6.393918514251709
60,0.7851776480674744,1.5150377750396729
61,1.350433349609375,3.0655274391174316
62,0.8306341767311096,3.363452672958374
63,0.643014132976532,2.1715683937072754
64,1.0911906957626343,4.126664161682129
65,0.8181092739105225,2.041175365447998
66,0.6821568012237549,21.60361099243164
67,0.8364384174346924,1.7695621252059937
68,0.7256128191947937,1.7842092514038086
69,0.7473461627960205,2.794368028640747
70,0.7061900496482849,2.5982606410980225
71,0.7610127925872803,1.9986499547958374
0,462.1531982421875,314.1766052246094
1,331.5959167480469,267.7516784667969
2,277.8747863769531,252.84034729003906
3,232.30911254882812,216.3860626220703
4,197.20846557617188,171.81053161621094
5,164.83395385742188,174.05172729492188
6,138.61326599121094,129.17864990234375
7,115.00431823730469,80.44190216064453
8,92.5469970703125,85.58695983886719
9,66.30895233154297,55.80960464477539
10,43.62453842163086,37.74271774291992
11,23.00436019897461,14.131232261657715
12,6.554119110107422,13.758505821228027
13,3.3868727684020996,2.6912364959716797
14,3.916339874267578,2.7734618186950684
15,3.0480966567993164,1.7873176336288452
16,2.8705503940582275,0.7376847863197327
17,3.2544891834259033,0.9737219214439392
18,2.6825482845306396,1.2044981718063354
19,2.136425495147705,0.7229723930358887
20,2.5935299396514893,1.3412927389144897
21,2.186079740524292,0.9028117656707764
22,1.8979623317718506,0.9925056099891663
23,2.2369284629821777,0.858056366443634
24,1.9191975593566895,1.460710883140564
