epoch,loss,val_loss
0,0.10783398151397705,0.06470509618520737
1,0.0735202506184578,0.018279481679201126
2,0.05396270751953125,0.002888744231313467
3,0.045149557292461395,0.006388417445123196
4,0.040438730269670486,0.012653997167944908
5,0.038380496203899384,0.003241108264774084
6,0.021547790616750717,0.007038538344204426
7,0.014618138782680035,0.0013448207173496485
8,0.030790982767939568,0.002617516787722707
9,0.015070686116814613,0.009405404329299927
10,0.013226809911429882,0.009804440662264824
11,0.012130532413721085,0.014161643572151661
12,0.014964604750275612,0.009441616013646126
13,0.011586565524339676,0.001979529159143567
14,0.009651243686676025,0.009826671332120895
15,0.011974803172051907,0.008240647614002228
16,0.008709147572517395,0.01445014774799347
17,0.01743312180042267,0.030343443155288696
18,0.0277551282197237,0.0040823593735694885
19,0.011865747161209583,0.005795627366751432
20,0.009192753583192825,0.02140074037015438
21,0.015897409990429878,0.0022604395635426044
22,0.010797775350511074,0.0009283917024731636
23,0.010596721433103085,0.0054345750249922276
24,0.007881253957748413,0.0015655048191547394
25,0.011450246907770634,0.007221400737762451
26,0.007932520471513271,0.0046421983279287815
27,0.009510401636362076,0.013869522139430046
28,0.005950662773102522,0.0013490661513060331
29,0.010508863255381584,0.019311610609292984
30,0.009622476994991302,0.0037470641545951366
31,0.007746596354991198,0.020422261208295822
32,0.009891717694699764,0.0065094842575490475
33,0.008352660574018955,0.004959686193615198
34,0.007017950061708689,0.011043391190469265
35,0.005592657718807459,0.0035276145208626986
36,0.007244119420647621,0.005330783315002918
37,0.009563250467181206,0.00464940769597888
38,0.006995654199272394,0.0046818251721560955
39,0.005175203550606966,0.014963922090828419
40,0.007245873101055622,0.015415431931614876
41,0.009329201653599739,0.002946999156847596
42,0.005436344537883997,0.014612560160458088
43,0.005279826931655407,0.006210608407855034
44,0.004503762815147638,0.007956946268677711
45,0.00763771403580904,0.0016287924954667687
46,0.011607370339334011,0.0061831409111619
47,0.004625353496521711,0.015138635411858559
